charge_pump_ua,loop_bw_khz,phase_margin_deg,vco_gain_mhz_v,ref_freq_mhz,lock_time_us
399.6,216.0,59.9,771.4,27.0,51.44
363.5,355.0,76.1,302.2,97.8,39.25
378.8,156.6,65.6,623.9,12.5,38.79
273.6,255.7,55.2,741.3,80.4,5.64
486.3,237.3,58.1,441.0,51.5,85.9
204.1,223.7,55.6,178.2,70.6,5.0
198.4,14.1,53.4,720.8,61.2,71.64
287.2,76.0,44.4,283.4,55.8,23.61
266.5,490.2,36.4,114.5,21.0,10.98
346.0,254.1,33.6,683.5,91.7,43.22
161.1,216.2,59.0,123.8,88.8,8.69
238.1,340.9,71.4,134.2,83.9,8.62
173.4,399.5,31.9,214.7,72.0,23.5
280.8,191.2,69.5,426.8,22.3,14.98
444.7,172.3,36.6,298.8,82.7,73.07
60.6,249.7,79.9,721.5,23.3,38.88
111.2,309.2,31.7,372.5,15.1,18.91
172.3,25.9,53.7,231.5,54.2,37.62
285.8,437.4,51.0,351.9,79.1,14.15
416.5,195.5,61.1,385.8,48.5,55.48
411.6,335.2,74.8,660.2,66.1,52.57
86.3,154.4,47.7,615.9,74.7,23.95
368.5,446.7,79.1,664.8,10.7,37.37
214.9,294.1,47.5,176.9,23.7,5.0
413.5,335.4,76.4,317.0,49.9,65.94
439.8,251.3,49.6,273.2,99.3,61.1
84.0,335.7,77.6,662.8,32.8,29.95
99.5,29.1,79.6,346.7,90.9,51.52
381.0,373.9,42.6,655.3,99.2,39.95
490.1,346.5,34.6,217.8,76.6,89.38
274.6,49.6,45.2,293.0,21.1,23.01
434.9,248.5,41.7,754.5,18.9,62.29
238.9,48.4,68.7,659.0,64.1,24.72
77.0,445.3,77.1,128.3,80.1,29.3
50.8,60.9,32.3,299.0,67.6,49.29
194.1,361.2,46.5,230.6,36.2,13.32
451.8,312.3,46.3,304.3,34.7,69.9
394.4,155.5,78.4,591.0,48.2,60.02
313.1,238.8,62.5,170.1,23.0,22.47
293.4,303.7,55.8,364.0,47.9,17.78
315.5,434.6,50.0,529.1,40.3,18.34
496.6,439.3,34.1,667.0,53.9,101.9
72.2,385.1,31.2,537.7,43.6,24.96
63.6,268.2,34.6,428.3,77.2,36.45
249.0,284.8,60.5,610.1,77.6,5.0
190.7,73.6,72.7,428.5,42.9,31.25
284.2,19.9,49.7,546.6,67.3,59.27
299.8,272.4,78.9,182.5,52.2,26.41
331.8,112.8,46.3,684.7,44.9,28.12
188.9,205.6,51.5,535.9,76.4,16.16
426.9,478.8,64.2,274.0,38.7,60.96
232.5,330.9,48.6,772.7,27.8,8.74
482.7,327.9,53.7,183.1,50.1,85.34
174.1,110.4,68.9,213.5,18.2,12.7
110.1,232.9,72.6,381.5,75.0,19.76
195.5,96.6,52.5,715.9,19.9,19.32
289.5,476.1,54.9,776.5,75.4,5.0
68.7,378.1,76.6,461.4,70.6,27.8
116.7,86.4,43.7,338.0,15.4,24.48
261.1,61.5,37.3,372.3,68.8,31.93
170.6,257.0,64.8,581.9,22.1,6.86
239.9,445.5,49.9,665.8,18.2,12.42
79.1,132.0,67.7,322.2,98.5,20.39
178.5,33.3,52.6,753.3,75.4,35.65
265.5,199.9,79.4,501.6,95.5,17.25
476.5,49.9,34.7,599.0,34.8,104.49
355.9,336.6,61.5,100.5,89.6,36.46
233.2,239.8,31.1,408.2,96.2,22.81
292.9,129.9,53.0,608.2,49.0,9.52
109.0,296.7,51.4,661.8,16.0,10.77
255.8,479.6,48.4,787.0,36.4,6.03
178.3,411.3,52.2,311.8,35.6,5.0
173.9,311.9,44.9,670.1,66.7,13.72
213.5,348.6,58.8,339.2,70.0,5.0
434.8,487.7,35.5,707.3,66.9,64.67
323.7,29.5,42.7,546.8,37.5,58.18
295.4,174.1,78.1,634.4,92.6,31.88
179.6,169.9,77.1,308.8,66.7,18.6
73.9,204.4,38.8,625.1,60.0,27.9
61.5,297.0,34.6,408.5,52.1,29.22
392.8,131.3,66.5,486.4,82.3,48.38
303.6,308.4,69.1,422.5,41.7,18.3
270.5,198.5,60.4,542.1,48.2,8.57
372.7,412.3,53.7,281.4,87.0,33.82
64.3,225.7,67.6,162.3,39.3,27.87
431.8,231.9,32.5,253.2,76.6,77.59
291.4,142.4,34.0,118.3,21.7,28.28
218.1,437.3,72.3,170.3,39.0,5.0
395.1,28.5,49.9,344.1,46.3,77.39
129.0,333.7,43.3,495.1,26.9,15.31
359.9,457.1,53.3,401.6,10.2,26.72
222.4,215.9,51.9,742.2,99.1,7.66
439.3,204.4,37.3,141.3,97.0,71.52
318.6,394.0,53.4,173.1,78.4,12.0
406.7,83.7,62.8,522.2,32.7,57.47
53.6,62.7,45.7,268.4,95.8,45.03
259.6,59.6,70.9,750.4,87.8,30.7
439.8,351.8,42.2,369.9,83.9,60.17
222.5,232.0,68.7,225.7,62.2,13.02
263.7,430.3,50.8,761.0,31.0,5.0
404.0,332.7,76.6,750.7,98.1,39.56
137.7,56.8,59.2,384.8,14.6,38.17
398.7,141.3,52.6,195.0,98.6,52.06
328.2,13.4,47.0,190.4,35.8,90.9
190.4,127.5,47.6,757.6,94.0,5.0
268.9,256.2,69.6,293.6,83.7,20.63
415.1,101.6,37.2,458.3,10.5,56.36
263.2,436.3,53.7,301.0,44.0,5.0
202.1,139.0,54.8,196.1,74.9,11.6
94.6,235.5,69.2,230.8,50.1,19.54
378.2,333.0,68.5,373.7,75.3,43.41
310.1,353.7,74.2,607.7,62.4,21.45
53.8,416.4,70.4,621.2,41.2,31.95
248.3,493.4,42.5,245.0,30.5,11.17
490.9,364.3,49.4,365.8,37.2,97.89
191.9,209.1,68.9,301.0,16.7,11.8
107.4,257.5,42.4,385.9,18.1,9.46
472.0,223.0,78.5,322.8,73.9,90.47
373.7,102.1,52.6,713.7,39.8,38.93
297.2,445.8,30.1,220.1,81.2,25.86
426.4,348.5,43.5,533.2,98.1,63.61
377.8,52.3,45.9,798.8,40.3,59.95
211.0,421.3,64.0,230.2,93.2,9.28
165.6,226.8,61.9,535.7,45.3,12.99
241.1,107.9,57.9,156.0,72.8,16.24
409.8,303.3,65.6,302.4,54.6,58.76
493.5,99.9,45.3,635.8,82.1,98.71
371.8,261.0,40.3,240.5,38.2,38.74
309.9,256.4,60.9,355.1,76.9,10.08
131.1,486.6,50.9,766.5,47.6,16.87
275.6,358.5,75.8,218.7,34.1,24.48
311.6,187.1,43.1,715.1,31.7,17.85
184.3,136.5,52.9,326.1,56.2,11.2
290.3,208.2,39.2,572.2,83.1,14.35
106.5,310.1,38.0,196.2,98.3,23.08
138.1,467.6,64.3,126.9,69.8,16.96
371.1,153.7,30.0,252.1,20.6,47.65
280.3,221.9,37.2,440.3,44.2,19.82
113.4,207.8,53.1,172.7,97.0,8.77
203.0,136.6,31.7,169.5,49.9,23.41
94.2,447.3,51.9,194.0,83.5,25.45
93.2,246.2,32.8,525.4,76.1,24.48
453.4,221.4,47.4,598.3,10.4,70.48
114.4,147.3,59.3,665.3,22.6,16.64
464.6,113.1,61.8,735.7,62.2,80.61
319.4,286.7,55.0,136.6,64.9,16.03
129.3,322.2,61.2,404.8,61.6,17.54
341.4,307.3,34.7,360.8,94.3,43.33
322.9,392.0,46.0,418.7,21.4,22.13
152.8,253.4,41.3,534.2,86.0,9.32
377.7,402.5,40.1,490.4,44.2,38.89
365.6,224.1,68.8,749.0,29.3,43.9
220.0,173.6,56.1,320.7,19.7,5.0
304.4,267.5,56.1,622.9,10.5,23.33
92.9,335.9,51.0,189.0,78.9,12.46
249.9,163.1,50.5,460.0,26.3,13.67
244.4,123.9,57.6,149.7,78.3,8.88
296.2,303.8,69.4,769.9,36.1,14.18
499.1,129.9,58.4,792.3,74.4,101.5
100.8,274.5,38.4,735.2,56.9,17.13
250.2,89.8,33.5,628.1,12.1,28.54
347.1,399.8,48.4,178.1,28.4,28.57
478.6,311.1,60.6,695.8,97.8,85.41
291.1,106.1,71.9,678.9,45.0,32.15
212.2,166.7,52.6,176.0,83.5,7.17
63.9,273.4,68.5,513.4,27.9,20.86
452.1,289.4,34.5,573.7,42.3,77.1
355.0,410.4,52.8,364.9,34.8,27.18
198.5,271.1,45.2,218.3,88.1,13.07
255.0,152.3,30.4,680.4,91.0,24.93
174.5,17.0,78.9,341.1,45.0,59.23
495.3,405.4,75.4,575.6,69.2,105.75
64.8,465.1,70.1,477.5,29.9,33.74
331.1,468.2,70.1,409.3,92.2,21.42
174.5,191.0,62.4,352.5,56.7,5.08
498.2,118.4,52.9,630.1,91.2,106.87
71.7,128.6,32.0,279.3,41.6,37.7
143.9,470.6,56.5,433.5,39.4,8.8
462.2,291.4,43.4,552.2,72.8,77.31
283.7,186.8,75.6,389.6,51.3,21.35
313.1,223.8,39.2,641.7,61.6,25.24
156.2,353.6,37.8,411.9,14.0,10.97
286.4,471.6,68.2,604.2,84.3,8.41
164.0,173.4,62.2,141.2,68.7,14.92
236.6,43.0,38.0,255.9,90.6,27.61
409.3,391.0,69.9,463.1,51.8,51.82
361.6,109.8,49.8,656.2,39.3,34.85
157.4,90.2,58.9,571.4,41.4,16.41
323.9,398.4,47.5,629.2,11.2,20.56
345.6,176.4,37.4,677.4,66.2,28.24
328.6,297.1,68.0,785.1,39.7,22.14
221.1,207.3,54.2,599.5,13.5,5.0
495.1,394.6,43.1,263.5,70.2,98.39
488.3,136.9,55.4,185.0,11.0,86.91
482.8,414.9,39.8,451.5,36.6,84.85
56.8,285.7,63.3,380.0,98.3,29.22
153.9,392.6,38.6,230.3,17.6,14.54
281.4,287.0,70.6,706.3,93.3,12.34
397.2,25.6,36.4,157.1,26.2,88.19
277.1,87.0,59.5,714.9,79.8,24.96
137.3,419.8,78.6,795.2,21.0,21.13
294.4,87.8,49.6,704.3,38.7,19.3
189.8,10.5,66.8,555.3,59.7,95.01
465.4,388.9,40.3,370.4,86.0,80.26
409.9,485.4,55.5,547.9,54.4,56.74
386.8,12.3,30.6,533.1,89.9,132.32
187.5,488.0,45.4,767.5,47.1,8.56
385.3,194.7,70.5,453.3,77.9,40.01
56.3,189.3,57.6,531.9,72.2,23.38
172.6,228.1,58.7,115.4,74.4,10.55
247.5,94.9,67.1,536.1,58.1,18.56
134.9,48.9,36.1,210.2,41.3,35.62
379.7,340.7,37.6,353.7,75.6,55.52
124.5,277.7,66.6,364.9,20.9,13.72
305.8,317.6,79.6,183.3,76.8,25.74
153.9,70.5,62.9,413.8,70.5,16.92
227.2,463.4,65.6,241.5,31.3,12.85
438.0,181.8,45.0,582.3,17.7,63.8
422.0,53.8,71.7,234.8,98.0,76.83
89.3,447.9,34.8,174.3,57.9,17.38
58.2,200.7,55.7,790.7,82.9,27.28
218.3,384.8,69.5,374.3,63.8,12.19
171.5,228.6,62.3,433.7,12.1,13.68
378.1,98.4,40.4,296.8,88.1,50.31
354.8,409.1,59.4,346.1,34.7,38.32
360.3,310.8,75.8,221.5,84.1,31.55
461.6,357.1,65.5,212.2,96.2,67.96
163.8,497.4,45.4,753.8,64.4,5.0
448.8,418.1,62.8,709.4,12.0,62.21
267.7,79.0,67.2,535.1,86.2,23.9
285.5,230.9,52.1,772.6,51.0,20.79
460.4,360.6,55.1,476.1,19.2,59.77
64.3,439.6,64.9,554.4,72.4,20.75
461.1,477.9,32.4,437.5,91.9,77.28
340.3,206.9,42.1,362.3,16.8,33.0
305.1,413.6,35.5,554.3,87.4,23.78
64.7,58.1,68.4,348.3,29.4,49.77
416.1,154.4,30.1,472.9,94.0,69.55
420.0,499.0,62.1,533.9,68.0,61.56
452.9,83.3,45.8,174.2,15.8,78.03
187.0,301.7,74.4,210.1,10.0,17.46
462.9,168.2,74.0,463.7,71.4,72.01
209.8,206.2,58.2,686.9,61.9,10.5
291.8,159.4,39.2,252.3,44.6,24.03
82.2,35.2,55.3,734.5,66.9,35.43
461.6,253.4,35.1,655.9,88.1,89.18
461.9,449.1,79.4,318.4,87.0,91.13
358.4,448.1,63.4,167.0,70.3,29.56
485.9,359.4,43.3,722.0,37.3,84.64
269.1,99.4,35.1,574.7,67.7,23.2
288.1,42.7,55.8,173.1,45.3,28.64
339.6,335.3,70.8,385.9,48.5,25.84
497.1,331.9,61.1,337.1,46.6,96.03
240.1,304.2,64.1,539.4,65.6,11.68
188.5,346.2,65.5,764.1,93.3,9.92
79.0,155.7,57.8,333.1,47.5,18.26
298.7,108.5,55.9,102.6,71.5,19.84
346.5,339.9,30.3,127.8,11.4,31.36
202.5,137.3,74.8,456.1,73.0,11.63
371.6,230.2,78.8,122.3,18.3,48.0
364.4,40.5,61.9,365.7,76.7,50.87
403.0,221.6,51.4,254.4,20.5,50.82
239.9,12.3,63.4,321.1,76.1,87.47
317.6,316.0,69.3,652.4,60.3,28.74
242.4,111.6,73.1,795.7,79.3,21.79
83.8,317.1,56.9,510.9,72.8,17.71
112.5,41.7,43.1,286.6,61.7,35.11
188.1,78.4,52.3,749.2,28.6,26.49
298.2,173.1,73.5,129.8,30.4,25.37
441.6,156.2,74.6,315.1,85.7,70.26
137.5,42.2,37.7,194.9,63.7,38.99
302.8,122.8,52.4,566.6,70.3,25.5
273.7,394.5,55.6,146.7,40.4,8.24
410.3,198.7,68.7,251.4,38.4,63.56
329.9,325.9,36.0,395.1,59.9,27.42
485.3,192.1,59.9,251.7,91.2,82.42
321.8,36.1,58.4,753.2,99.7,39.75
241.3,280.2,42.6,751.5,36.8,7.08
81.8,261.3,30.6,335.6,11.2,33.58
155.3,291.4,73.0,260.1,21.5,17.0
303.7,178.9,60.6,396.7,20.0,21.87
425.8,452.8,67.0,628.4,61.9,58.56
143.1,398.3,42.1,259.6,56.1,11.17
332.9,270.1,37.3,114.3,11.0,23.92
284.9,296.2,73.9,786.0,22.5,21.56
461.2,41.3,41.0,452.1,49.8,92.68
342.9,254.0,57.2,283.2,59.6,35.31
390.8,286.5,61.7,243.1,69.9,42.24
396.2,33.9,75.6,283.1,89.8,79.75
261.3,264.9,72.3,151.1,48.4,9.19
58.4,34.0,71.9,514.9,47.9,57.91
193.5,439.1,65.6,125.7,51.5,7.21
232.9,325.3,39.7,468.4,58.8,9.05
132.2,450.0,67.8,152.1,10.7,17.42
85.0,474.2,58.1,472.3,32.1,21.79
175.2,404.3,77.0,399.0,56.6,11.0
461.0,437.4,79.3,779.2,35.7,82.4
141.7,286.0,40.3,176.2,45.5,14.3
362.6,201.9,59.8,780.0,41.3,40.78
312.4,338.3,40.3,552.5,47.5,17.66
467.5,444.2,73.1,344.4,10.7,94.25
400.7,449.8,67.4,679.1,18.9,46.35
246.7,190.9,73.4,154.1,71.5,18.31
163.7,499.5,54.2,256.1,31.5,5.43
296.0,226.4,72.7,190.8,32.2,24.34
494.9,151.1,65.4,425.7,18.1,105.22
76.3,20.7,77.9,462.2,92.3,80.24
300.3,413.0,34.2,308.6,81.9,26.98
197.1,59.3,59.2,606.4,34.4,20.15
295.9,105.4,68.1,326.4,11.5,20.98
288.1,94.5,65.6,162.6,53.9,23.28
166.1,230.6,73.6,412.2,47.7,12.56
282.7,394.8,75.8,734.3,42.6,18.85
170.8,42.6,67.5,574.1,66.5,32.25
70.2,15.0,41.0,380.6,21.9,87.99
481.0,49.3,33.8,369.6,13.9,112.43
291.4,232.9,36.1,372.9,71.4,26.2
381.1,132.0,49.0,599.3,65.5,46.0
324.8,59.8,52.1,599.1,61.2,38.06
330.9,345.4,34.8,196.6,53.4,22.66
273.1,65.4,31.5,526.9,71.4,35.07
370.3,336.4,73.4,220.9,51.9,28.64
266.5,467.4,70.9,566.3,95.0,16.61
457.1,289.9,32.8,449.9,53.3,87.41
418.3,365.6,50.1,144.3,49.7,55.95
51.6,254.6,64.5,783.7,68.6,26.7
232.2,465.2,49.3,646.0,70.7,6.31
418.5,176.4,70.8,639.0,80.3,54.76
135.4,423.3,56.3,726.8,77.4,5.85
324.3,195.8,39.2,670.8,91.9,28.41
217.2,349.7,59.9,795.1,91.0,6.51
305.2,269.5,61.5,124.7,56.5,14.71
111.5,388.4,71.0,413.0,18.3,15.1
412.9,79.9,59.9,381.7,46.0,63.78
291.1,447.4,72.1,468.1,29.0,28.21
403.3,438.7,62.8,642.4,14.0,44.18
497.2,28.3,71.7,746.7,81.1,134.0
432.9,323.4,42.6,710.4,25.7,62.92
403.6,200.6,47.7,188.9,94.9,51.49
269.8,183.2,44.2,623.4,42.9,16.68
284.0,32.4,47.9,154.9,86.3,36.53
65.8,46.2,67.7,287.1,84.9,45.09
169.9,225.4,44.3,523.3,80.8,8.44
199.6,332.9,67.2,663.9,89.7,5.93
448.6,242.4,30.2,356.5,93.9,79.51
257.3,112.3,73.9,100.2,14.6,29.03
218.0,344.1,30.0,753.8,87.9,19.15
260.9,308.8,37.1,464.2,28.5,20.25
426.9,108.9,61.2,183.1,93.3,59.95
326.6,412.6,65.6,586.7,30.5,19.25
350.6,251.6,58.6,126.6,56.6,20.95
315.7,82.9,62.8,522.0,60.3,34.96
79.9,455.6,41.1,682.4,93.0,20.86
294.0,25.2,54.3,431.3,45.1,46.36
189.8,218.8,68.2,153.2,58.1,10.99
237.9,48.0,73.8,707.8,76.9,36.77
375.8,192.0,33.4,796.0,57.4,45.13
159.4,287.5,60.9,315.1,20.6,6.58
368.7,65.4,45.1,294.7,38.3,51.97
466.0,441.8,37.1,432.5,76.3,80.45
340.3,483.5,56.4,313.0,52.9,27.6
209.0,57.3,32.7,455.4,62.7,38.15
439.5,65.4,34.6,213.4,10.4,87.79
280.1,149.9,59.7,661.5,53.3,22.04
56.1,271.4,60.8,207.5,12.6,31.69
98.1,467.2,47.9,780.3,40.4,19.83
235.3,346.9,37.2,502.1,91.3,5.58
174.6,441.9,47.6,708.5,76.0,14.17
319.4,239.0,53.0,703.1,30.6,22.46
258.6,310.4,43.5,687.4,16.0,8.93
171.9,91.7,32.6,545.1,58.2,22.58
453.0,369.6,39.3,241.7,48.1,66.72
362.5,129.7,73.6,754.2,51.4,48.16
188.8,204.7,73.1,187.8,27.2,11.86
255.4,359.2,62.1,565.9,61.8,8.81
100.7,360.0,47.1,337.0,20.4,21.6
402.8,95.2,63.9,512.6,56.4,52.54
399.2,60.7,71.2,481.1,54.6,68.24
440.4,50.4,65.0,488.1,89.4,80.46
114.1,50.4,33.1,330.4,99.5,33.79
401.9,91.1,37.7,386.9,90.8,61.44
452.5,488.1,38.9,694.4,27.9,81.44
184.5,386.8,54.5,697.7,27.1,8.7
266.8,314.7,62.9,399.4,75.7,11.15
342.7,25.0,58.9,198.0,88.3,66.25
217.3,340.0,42.1,503.7,15.0,13.45
284.2,333.0,34.8,570.5,84.1,23.72
298.1,85.3,75.6,111.9,93.5,27.72
430.4,167.4,47.5,575.9,59.8,63.59
191.4,419.8,55.3,183.1,45.4,5.0
314.2,276.5,48.7,794.3,40.9,21.68
417.6,483.2,57.9,436.4,35.9,54.08
224.3,350.6,48.4,551.6,82.0,5.62
286.8,400.2,64.7,439.8,57.7,16.5
234.8,245.2,76.9,521.7,74.8,19.46
212.8,467.5,48.6,412.2,32.9,6.53
220.3,165.4,43.4,748.5,29.6,16.78
128.0,224.5,39.5,239.8,84.5,15.65
363.0,169.4,64.7,241.3,20.6,34.54
495.8,479.8,53.6,235.1,44.0,79.47
169.1,54.0,35.5,192.5,42.7,32.56
183.0,174.0,40.0,504.0,88.6,14.66
85.9,165.1,30.7,528.4,54.8,29.36
69.2,69.2,43.4,619.2,27.4,38.51
154.6,316.0,72.8,310.5,59.2,12.83
167.1,122.8,37.4,293.2,24.6,23.84
152.0,393.6,32.9,128.3,14.9,19.58
136.4,67.2,71.5,605.0,87.5,27.64
168.6,223.2,51.5,743.0,14.4,12.68
336.5,56.0,53.2,659.7,33.1,32.13
61.2,283.0,59.1,360.7,18.7,17.6
143.7,457.3,60.0,183.9,15.1,7.63
273.5,94.0,34.8,740.4,89.1,37.03
91.6,301.9,63.8,761.1,64.3,20.72
118.7,83.2,65.2,705.5,38.0,24.8
115.5,283.6,79.8,539.3,61.5,25.97
74.0,316.3,37.5,170.7,82.5,27.06
107.5,112.2,69.8,216.8,99.0,25.55
70.3,369.7,55.2,708.5,65.3,21.49
129.4,93.4,46.0,597.6,66.1,16.51
406.9,441.6,30.2,431.3,31.8,58.67
381.5,423.7,49.0,718.8,86.0,38.63
212.6,221.6,79.6,762.4,57.7,15.98
127.4,67.8,62.5,588.2,62.5,33.53
475.6,450.7,57.4,773.1,27.0,80.39
314.7,76.3,30.3,584.6,71.2,31.87
334.5,396.2,71.5,332.1,84.9,23.54
415.6,366.6,39.5,443.6,69.0,46.59
281.8,306.0,73.0,271.5,50.0,13.7
395.5,42.6,76.7,111.9,16.4,71.7
458.4,65.6,46.0,137.6,73.5,87.14
221.8,200.1,73.5,102.4,43.3,13.98
416.7,413.0,56.7,638.3,79.6,57.75
332.3,290.1,44.7,731.1,92.2,18.15
326.7,26.0,59.1,489.7,58.4,53.49
314.8,76.1,76.8,635.8,99.7,34.31
169.8,127.3,57.0,303.9,56.1,12.25
101.4,102.2,67.8,716.9,21.2,24.86
282.1,416.3,71.0,350.6,98.9,5.0
162.2,75.5,43.1,773.6,56.9,23.48
96.1,311.7,61.4,416.0,99.2,12.46
377.5,115.8,54.4,349.1,86.4,47.18
187.2,445.4,54.1,613.8,12.7,5.0
238.9,322.0,35.9,381.9,61.2,14.18
63.2,154.5,58.9,216.9,74.2,33.08
86.7,421.6,62.9,251.2,83.1,15.95
93.5,420.7,62.3,747.4,95.3,16.07
373.7,374.3,48.6,462.3,21.6,33.59
456.1,235.8,49.5,477.6,76.2,70.53
210.6,493.5,75.7,459.2,45.1,11.52
352.6,456.9,52.3,506.1,95.3,23.7
335.7,285.7,51.4,526.7,38.8,28.65
151.1,438.3,62.2,673.0,12.5,5.0
87.1,235.5,47.3,389.3,74.1,22.02
166.3,238.0,68.4,673.9,27.3,10.95
384.6,249.0,47.0,236.8,40.8,51.76
492.3,405.8,57.8,574.1,81.3,81.57
230.2,183.5,55.3,664.7,59.0,6.22
462.3,215.4,76.3,727.1,73.5,80.42
321.3,220.6,36.7,295.6,75.9,33.97
468.0,168.1,44.7,254.4,84.8,90.56
123.7,252.6,70.3,284.6,70.9,24.15
118.8,208.4,77.0,684.6,75.2,31.24
212.2,184.0,66.4,365.9,93.8,18.56
418.6,119.5,42.7,322.3,52.9,66.23
64.5,151.4,64.4,666.7,71.3,28.44
239.1,114.6,46.8,190.9,58.9,14.04
133.0,196.8,47.5,243.5,65.2,24.9
70.6,461.4,69.1,779.8,68.9,35.38
339.5,103.6,77.9,264.5,40.7,36.99
293.3,158.9,41.6,285.2,36.1,27.87
334.7,481.0,74.9,109.6,33.1,27.47
217.1,67.5,53.1,324.4,39.9,5.0
209.6,316.1,45.5,736.0,22.7,5.0
210.1,78.5,34.5,734.1,36.9,27.64
362.0,389.9,67.2,179.9,91.9,30.96
434.9,123.6,51.5,178.9,52.3,72.27
150.6,243.3,32.7,657.0,61.8,11.45
187.7,22.8,53.3,584.2,51.2,54.57
273.1,191.4,71.8,231.9,23.0,24.67
481.1,382.5,59.0,764.5,87.7,80.56
120.9,429.4,49.4,429.5,10.4,17.45
288.4,323.2,32.1,572.5,61.4,23.85
400.5,175.8,69.8,390.1,61.6,50.39
391.2,475.0,37.9,764.3,77.7,39.5
402.8,294.6,73.3,590.7,12.9,47.56
75.1,254.0,43.6,795.0,24.2,9.69
96.4,421.3,77.4,293.4,85.4,19.86
330.9,466.9,61.0,188.3,90.0,22.29
94.1,161.6,53.8,100.3,21.0,24.09
178.9,489.7,43.7,736.6,63.0,12.9
112.1,161.4,45.2,629.4,82.6,12.46
408.1,86.1,41.1,458.6,93.3,66.69
176.7,492.6,65.2,326.0,49.8,6.9
317.2,372.5,35.1,195.9,67.3,26.42
83.5,28.9,74.2,265.1,33.3,55.68
50.0,305.2,69.7,391.2,57.3,35.14
470.6,499.3,54.8,223.0,92.7,76.29
399.1,240.9,63.5,409.0,31.4,45.13
163.0,284.8,33.5,603.1,99.1,8.13
323.5,252.9,75.5,284.2,71.2,30.69
113.6,161.2,37.5,510.8,19.0,21.34
363.3,290.0,67.3,109.6,95.2,24.31
326.3,51.2,60.4,642.0,61.5,45.3
188.3,366.2,65.7,709.8,18.7,9.0
107.7,258.0,46.4,748.4,74.0,22.05
453.3,195.9,42.9,169.3,37.1,74.58
98.5,125.0,52.6,171.2,24.4,25.46
165.6,175.9,75.7,313.8,35.7,18.4
297.3,468.1,67.9,527.1,58.1,13.35
221.9,418.7,63.4,735.2,49.7,8.58
490.6,30.9,72.4,432.0,37.7,127.49
280.5,11.0,45.2,276.0,42.4,107.66
425.1,141.7,48.6,434.3,11.8,54.92
471.6,111.8,65.2,585.9,17.5,85.03
121.9,65.8,42.2,777.6,12.6,24.64
335.4,234.4,40.1,524.7,33.3,30.5
213.9,114.4,52.0,783.9,56.1,8.74
343.5,25.8,39.1,328.8,41.3,67.61
338.7,237.9,74.5,748.1,90.4,27.45
113.7,102.6,44.6,714.1,63.5,21.39
475.1,435.3,54.0,777.6,93.6,69.4
283.3,360.9,45.4,130.2,13.1,5.0
93.0,142.7,44.0,466.3,51.2,30.29
317.8,306.9,33.9,122.1,40.9,26.15
396.3,291.8,71.5,293.4,66.3,52.73
420.9,118.3,73.4,632.6,65.5,55.03
475.8,169.2,76.9,266.2,82.9,86.28
318.2,13.3,74.3,295.5,95.0,105.39
296.4,211.8,69.8,111.9,63.2,24.94
382.6,330.5,62.8,751.0,46.2,42.41
59.2,201.5,62.0,390.0,96.0,32.44
88.2,354.5,33.8,362.2,12.3,31.95
242.7,461.3,34.4,423.6,36.1,18.14
451.8,73.0,41.9,503.0,98.3,91.02
138.1,54.9,73.9,302.2,36.2,29.24
284.7,173.0,53.9,416.9,56.6,14.05
385.1,210.2,72.6,389.7,32.5,40.57
327.9,165.0,50.9,173.5,85.1,25.39
404.9,142.3,34.8,173.7,49.4,58.99
412.3,110.7,68.7,180.7,84.9,60.31
204.4,387.9,38.9,660.3,53.4,5.0
419.9,26.8,50.6,217.6,33.7,88.86
242.8,264.0,53.0,429.9,98.9,5.0
266.0,14.3,76.1,227.3,32.2,84.04
463.6,60.2,77.6,317.1,57.8,96.67
312.2,53.0,62.2,774.4,91.0,35.41
90.1,291.7,50.4,542.0,52.2,22.72
278.2,173.7,67.5,503.3,68.5,23.97
472.8,84.6,53.2,147.3,24.0,87.95
119.7,109.9,46.3,283.2,31.7,23.02
148.5,315.9,31.9,102.2,92.0,17.28
52.7,423.1,77.4,545.4,13.1,30.9
330.9,436.7,44.6,707.9,68.4,22.9
222.6,351.3,44.7,763.5,95.0,8.42
376.5,60.3,50.7,538.5,74.8,47.65
52.3,180.1,61.3,324.8,26.1,19.72
85.2,296.0,72.5,675.7,54.5,26.86
71.2,205.4,52.8,460.0,48.8,22.75
256.3,193.6,51.1,490.5,13.0,9.2
87.4,118.5,33.9,317.1,43.2,35.13
283.1,82.3,72.6,560.3,92.0,22.57
276.5,436.9,59.9,580.8,25.8,9.05
281.6,270.7,55.0,708.4,90.1,11.95
227.6,370.9,68.0,579.2,31.8,10.23
380.7,94.6,36.2,406.4,61.2,51.75
108.2,97.6,51.2,107.3,88.1,19.83
425.6,137.5,44.6,215.6,38.1,59.97
476.5,289.6,36.7,435.5,50.9,86.24
442.5,393.7,57.1,411.7,64.3,66.66
339.2,308.7,40.0,720.1,86.8,35.86
250.8,371.4,67.5,104.3,46.0,8.65
58.5,487.1,48.2,471.9,90.7,32.13
309.2,328.3,34.0,740.7,25.7,23.35
230.9,314.0,31.9,343.3,35.9,20.83
355.4,461.8,46.4,529.8,96.9,30.55
59.0,476.6,61.8,508.3,55.8,18.44
316.2,308.1,71.1,324.8,66.9,28.71
97.2,355.8,47.1,513.1,74.5,20.55
358.9,250.8,59.9,596.2,28.1,22.42
262.9,235.3,68.8,150.8,62.6,11.86
