nozzle_temp_c,print_speed_mm_s,layer_height_mm,cooling_fan_pct,retraction_mm,print_quality
240.0,93.4,0.155,80.2,5.46,0.5553
249.9,74.5,0.39,63.7,1.4,0.5143
248.1,80.3,0.215,56.8,5.88,0.6395
206.7,63.5,0.381,29.9,1.59,0.7946
212.6,41.7,0.333,39.5,4.03,0.8685
230.1,55.8,0.142,2.1,6.25,0.7208
248.1,87.2,0.24,9.2,5.43,0.4941
238.0,99.3,0.119,22.1,6.95,0.4846
189.9,70.9,0.125,36.1,5.13,0.7693
177.7,92.3,0.236,35.8,5.92,0.5388
222.3,103.6,0.251,59.8,4.21,0.508
239.3,74.4,0.292,11.2,5.7,0.6352
238.0,84.9,0.294,70.4,7.48,0.5911
173.8,35.3,0.135,27.6,3.86,0.6468
187.7,43.5,0.296,58.4,6.55,0.8044
207.7,80.8,0.118,80.4,1.29,0.8157
224.2,110.3,0.369,77.2,6.55,0.372
174.8,25.5,0.107,73.7,5.5,0.6
248.4,55.1,0.237,35.2,3.59,0.6436
248.7,108.1,0.367,23.6,4.93,0.124
221.5,30.0,0.356,11.2,0.99,0.7213
244.7,34.6,0.359,17.8,4.85,0.5745
226.9,97.9,0.366,71.1,5.81,0.5259
241.0,107.2,0.298,9.5,7.72,0.2803
235.0,37.7,0.222,53.8,6.72,0.786
243.6,25.0,0.126,36.9,6.12,0.6392
193.9,97.3,0.332,32.0,2.67,0.581
202.5,94.2,0.224,92.1,5.47,0.6467
182.1,83.8,0.384,64.5,7.21,0.5548
195.8,24.6,0.234,68.5,7.61,0.788
221.1,110.7,0.315,62.5,5.54,0.4663
243.8,31.0,0.118,46.4,6.9,0.651
198.1,46.6,0.322,54.9,4.41,0.8589
246.5,114.7,0.25,30.3,4.94,0.1958
234.9,60.5,0.27,72.2,2.34,0.7571
178.8,71.5,0.352,5.8,4.45,0.5851
179.4,30.9,0.245,4.6,7.73,0.6265
243.2,27.6,0.253,51.5,3.77,0.725
236.5,82.4,0.18,84.0,5.21,0.6474
222.2,70.0,0.397,98.7,7.87,0.6602
214.1,53.7,0.244,9.2,3.68,0.8136
181.0,42.5,0.353,51.0,5.63,0.7437
227.9,74.8,0.147,79.7,3.39,0.79
224.2,55.1,0.294,37.2,7.68,0.8308
213.7,101.3,0.344,60.2,7.05,0.6081
203.0,69.6,0.334,86.5,6.57,0.7586
204.6,59.1,0.236,31.8,3.35,0.9098
192.3,47.2,0.302,19.5,6.72,0.812
209.5,40.1,0.211,20.1,6.08,0.8733
217.0,30.9,0.132,71.3,3.01,0.8339
246.9,23.2,0.151,17.0,5.16,0.5357
227.5,100.9,0.388,74.2,2.19,0.4726
223.3,83.8,0.27,53.5,6.01,0.7277
232.2,52.3,0.152,49.1,5.13,0.7688
201.6,38.5,0.213,87.4,0.86,0.9034
239.4,100.2,0.159,36.5,4.9,0.495
189.5,97.7,0.24,10.8,6.3,0.5031
217.4,98.9,0.248,16.4,2.38,0.5978
175.5,40.4,0.324,62.3,6.75,0.6319
248.3,30.8,0.323,40.4,5.72,0.5341
207.5,107.1,0.192,31.1,7.22,0.5612
232.8,63.5,0.188,61.5,4.88,0.8359
212.1,53.6,0.312,51.6,5.18,0.8173
232.4,104.9,0.393,38.0,6.8,0.3876
213.4,62.7,0.213,41.7,5.78,0.8856
195.7,40.6,0.155,64.5,3.5,0.8435
210.0,95.0,0.356,51.4,3.04,0.6798
226.6,33.7,0.377,59.2,5.59,0.779
216.0,48.3,0.343,33.4,5.85,0.7584
198.4,65.5,0.21,84.1,5.8,0.8392
244.6,70.7,0.182,26.6,1.4,0.666
243.1,26.4,0.111,14.8,5.37,0.6155
184.9,78.2,0.335,74.3,0.92,0.6742
248.7,39.1,0.351,25.2,5.82,0.5547
190.0,37.1,0.283,85.1,6.95,0.7841
218.7,115.5,0.184,2.2,5.91,0.3637
227.0,119.6,0.286,53.6,5.14,0.3204
177.2,27.0,0.138,22.0,7.6,0.5715
210.6,75.4,0.196,86.8,3.2,0.8326
216.3,53.7,0.393,35.0,7.32,0.7718
175.9,72.5,0.207,91.6,1.09,0.6266
202.4,56.2,0.352,61.4,5.07,0.8734
247.4,30.0,0.304,8.7,0.52,0.5889
224.2,34.8,0.25,62.2,2.76,0.8141
185.2,112.2,0.116,86.8,7.06,0.338
189.0,37.5,0.361,86.4,4.96,0.8008
239.2,81.3,0.125,84.0,6.28,0.6249
232.0,98.8,0.385,81.3,2.83,0.5178
173.9,74.2,0.206,38.3,5.15,0.6231
222.8,98.3,0.166,12.7,3.92,0.5777
192.6,59.8,0.342,75.9,5.44,0.7624
232.3,31.5,0.219,78.2,4.87,0.74
174.3,57.7,0.101,90.3,7.91,0.6487
215.5,22.4,0.389,71.9,4.33,0.7497
193.3,101.4,0.198,38.3,4.39,0.547
187.1,76.4,0.159,66.4,0.96,0.7421
200.7,93.2,0.373,12.4,1.85,0.5612
220.1,27.7,0.206,98.8,1.05,0.8402
246.9,115.8,0.123,17.5,5.25,0.1544
170.6,107.6,0.277,36.3,1.63,0.2969
183.9,77.5,0.301,98.0,6.0,0.6047
196.2,66.1,0.344,90.5,5.1,0.7325
188.6,97.4,0.142,13.2,5.67,0.5414
179.5,86.3,0.28,11.9,1.6,0.5184
234.6,55.2,0.118,29.3,6.55,0.7492
237.0,90.7,0.112,78.1,4.62,0.5874
241.5,112.3,0.128,37.6,2.46,0.303
211.0,38.1,0.169,22.1,5.03,0.8622
226.6,27.6,0.17,92.0,3.61,0.7554
228.5,86.2,0.15,57.3,7.04,0.6799
249.3,75.4,0.205,72.1,1.74,0.5877
249.0,96.1,0.313,79.1,0.86,0.3769
179.7,54.5,0.346,42.7,4.79,0.6385
190.0,92.4,0.354,93.3,6.35,0.5961
193.1,74.6,0.107,97.0,7.72,0.7414
217.7,97.5,0.39,7.4,1.46,0.5303
201.6,90.8,0.33,40.1,1.57,0.6717
174.6,115.7,0.354,58.1,7.98,0.1422
231.4,40.8,0.349,35.7,2.09,0.8029
199.4,22.6,0.286,55.1,5.47,0.7392
238.2,72.1,0.207,21.9,7.75,0.6709
218.5,99.4,0.171,97.7,2.74,0.6011
239.9,70.8,0.255,26.6,6.29,0.6882
220.4,119.2,0.188,62.2,0.54,0.4205
211.8,89.2,0.325,88.0,6.55,0.6469
196.8,38.5,0.173,83.2,7.92,0.855
241.2,82.2,0.296,43.4,4.46,0.6281
180.8,77.1,0.116,45.8,3.58,0.6858
172.5,65.7,0.392,92.9,7.0,0.5037
222.1,93.9,0.183,95.8,4.55,0.6574
230.7,27.8,0.223,73.9,6.66,0.7721
203.9,109.5,0.249,1.5,0.51,0.3942
248.2,119.0,0.329,26.5,3.21,0.0634
170.1,100.7,0.352,93.4,2.93,0.3235
181.8,31.7,0.22,58.7,2.01,0.7995
173.6,101.7,0.215,77.9,3.17,0.4426
203.1,42.7,0.195,85.6,7.45,0.8535
229.2,58.4,0.334,83.6,7.58,0.7578
239.9,33.3,0.334,60.2,1.79,0.7326
243.2,99.9,0.384,58.6,7.38,0.3587
190.6,89.0,0.397,9.1,3.31,0.5386
173.8,107.7,0.321,62.3,0.98,0.3292
248.6,52.9,0.287,62.5,3.91,0.6275
213.1,99.2,0.157,41.7,3.88,0.6303
190.0,23.6,0.212,11.3,6.6,0.6978
239.2,48.7,0.195,70.9,2.89,0.7957
237.0,104.6,0.316,20.7,6.12,0.3438
212.0,111.8,0.17,22.7,7.33,0.4208
191.6,40.1,0.325,26.6,0.7,0.8053
187.8,101.2,0.284,91.4,3.15,0.5148
217.8,77.1,0.277,73.8,4.74,0.8221
238.3,80.1,0.241,45.0,3.36,0.71
243.0,99.1,0.182,92.9,4.85,0.4731
184.0,94.1,0.246,6.1,3.11,0.4932
217.1,76.5,0.167,60.2,1.54,0.8523
241.7,106.6,0.147,42.3,7.2,0.3933
224.7,51.7,0.116,80.3,0.69,0.8736
223.9,76.1,0.215,53.8,6.18,0.7995
248.9,118.9,0.188,75.7,5.36,0.1791
193.5,86.8,0.203,57.9,6.77,0.6885
203.9,104.7,0.347,42.1,4.45,0.526
231.6,67.7,0.275,61.6,4.2,0.8006
213.4,117.0,0.281,64.8,7.95,0.3954
213.7,59.0,0.353,95.2,5.7,0.8167
225.9,31.8,0.167,49.7,1.18,0.8077
186.3,96.0,0.368,30.6,1.19,0.5191
228.4,29.5,0.267,34.3,2.62,0.7092
230.7,103.9,0.348,29.5,5.11,0.4231
199.4,86.9,0.315,3.5,4.98,0.6407
249.7,38.6,0.356,58.1,5.36,0.6019
212.6,108.3,0.343,84.4,5.21,0.4493
180.1,54.1,0.289,26.3,2.73,0.6846
194.1,78.2,0.205,16.7,7.66,0.7473
172.4,68.1,0.277,84.0,6.3,0.6167
239.2,110.8,0.325,87.6,2.44,0.3118
224.2,91.8,0.269,83.6,1.57,0.6949
199.4,36.8,0.387,89.6,7.88,0.7229
231.9,94.6,0.388,7.8,7.75,0.3809
222.1,44.7,0.265,52.0,6.34,0.8962
187.0,109.1,0.115,90.5,3.23,0.4123
218.1,90.0,0.273,15.2,6.83,0.6377
174.3,60.4,0.306,33.9,2.01,0.6671
201.2,25.7,0.318,65.9,7.13,0.8067
200.9,104.8,0.157,60.5,6.8,0.5243
248.0,76.6,0.303,39.6,7.0,0.5205
239.4,67.8,0.143,10.1,2.14,0.6554
248.8,101.7,0.162,33.4,2.62,0.3381
206.3,42.0,0.382,23.6,2.57,0.8047
203.1,108.9,0.375,78.0,1.63,0.4672
175.4,31.5,0.27,39.3,2.95,0.66
199.0,22.4,0.342,38.9,3.57,0.7759
220.2,63.4,0.22,26.6,6.05,0.8778
199.0,62.5,0.395,90.2,0.68,0.7312
233.9,64.9,0.16,0.8,4.6,0.7074
248.4,116.1,0.368,3.8,3.36,0.0158
201.2,73.7,0.221,67.6,5.69,0.8574
187.3,60.0,0.229,89.1,5.64,0.7939
196.1,34.6,0.371,57.5,1.89,0.8011
235.8,111.0,0.154,16.8,1.89,0.3698
203.0,78.4,0.313,23.0,6.21,0.7459
205.2,43.1,0.181,36.7,1.06,0.9362
196.1,76.3,0.305,57.1,2.47,0.7706
209.5,53.4,0.366,56.0,7.05,0.8174
202.2,34.8,0.221,99.5,0.74,0.8167
209.3,106.9,0.265,26.5,0.79,0.5361
225.8,80.3,0.223,3.1,7.35,0.6421
191.5,37.6,0.236,17.0,3.97,0.8241
175.1,98.4,0.384,91.5,1.01,0.317
237.6,52.8,0.13,1.6,0.53,0.7305
192.4,84.6,0.367,74.3,7.4,0.666
197.4,33.7,0.115,97.6,4.95,0.798
239.7,66.2,0.183,44.0,5.84,0.7021
244.7,32.7,0.195,59.2,5.8,0.6865
171.0,24.9,0.234,51.0,6.87,0.6176
198.6,117.3,0.14,28.2,6.25,0.3254
178.0,62.8,0.266,14.6,4.36,0.7194
218.5,22.4,0.207,78.5,5.67,0.7968
185.7,101.3,0.117,55.2,1.24,0.5013
171.6,69.4,0.161,41.3,5.21,0.571
219.2,106.2,0.229,74.1,6.28,0.5165
215.2,57.5,0.158,11.5,4.43,0.8324
206.7,67.3,0.322,85.2,5.12,0.8775
185.5,62.2,0.231,16.5,6.72,0.7404
184.5,39.1,0.151,88.0,6.37,0.7365
219.3,20.3,0.149,69.1,1.48,0.8168
196.0,114.0,0.243,13.5,1.72,0.3648
215.4,100.1,0.283,18.5,5.7,0.6021
203.7,86.3,0.129,16.6,7.48,0.6395
171.6,106.7,0.185,34.9,5.82,0.3359
205.9,28.3,0.392,24.2,6.17,0.7107
184.5,109.9,0.179,24.8,3.06,0.3826
215.7,28.9,0.177,36.6,2.5,0.8335
200.4,31.1,0.322,11.1,2.39,0.7499
204.2,116.1,0.275,71.2,2.29,0.3601
184.3,69.8,0.361,89.7,3.7,0.6731
196.7,24.1,0.192,15.6,3.69,0.7855
213.7,112.7,0.319,37.4,3.7,0.443
175.9,34.7,0.322,52.8,1.64,0.7262
192.0,100.8,0.186,38.9,6.12,0.5898
247.9,91.7,0.171,31.5,1.29,0.5076
180.9,56.7,0.123,37.4,2.4,0.7331
187.9,46.9,0.129,36.1,3.16,0.8056
172.8,90.2,0.135,98.7,0.61,0.4551
228.1,115.4,0.122,93.1,0.83,0.3698
221.0,68.0,0.353,69.9,5.04,0.7922
224.1,29.6,0.386,98.2,2.28,0.7136
234.1,117.8,0.379,76.3,0.63,0.2504
186.9,74.2,0.207,31.7,5.34,0.7487
210.3,41.8,0.208,79.2,1.54,0.9154
239.7,75.2,0.24,20.9,3.22,0.6702
202.2,36.6,0.118,83.3,6.13,0.8705
229.7,79.2,0.364,25.0,6.2,0.6417
190.9,80.0,0.182,67.4,7.26,0.7269
249.1,97.7,0.306,15.7,4.43,0.3181
196.7,70.7,0.109,93.5,1.08,0.8076
205.4,54.2,0.389,31.5,1.89,0.8265
226.6,72.2,0.319,48.5,0.51,0.8026
182.5,94.2,0.126,48.4,3.85,0.5692
229.4,86.4,0.192,61.7,1.25,0.7354
207.0,67.5,0.189,48.8,7.09,0.8682
205.9,52.8,0.313,60.1,0.62,0.9067
224.0,61.0,0.162,5.5,1.82,0.7795
217.3,37.9,0.203,58.0,5.77,0.8718
195.6,85.5,0.263,63.5,2.71,0.7443
173.9,46.3,0.26,75.0,4.27,0.7366
189.6,102.9,0.318,80.7,2.23,0.5103
231.2,20.6,0.138,77.2,1.07,0.7978
228.3,41.7,0.215,79.3,5.05,0.8755
172.8,86.6,0.14,4.4,5.72,0.4312
196.0,114.3,0.266,86.3,2.65,0.3762
178.9,65.0,0.297,24.5,4.27,0.6491
211.6,119.2,0.35,67.6,2.82,0.3647
217.0,62.1,0.339,45.7,5.98,0.8558
204.6,85.4,0.316,89.9,0.72,0.7137
193.1,33.3,0.213,45.8,6.96,0.8303
189.0,32.2,0.336,57.2,0.73,0.7741
179.3,68.7,0.331,68.8,1.81,0.7284
222.2,70.4,0.295,55.2,4.21,0.8578
202.6,58.9,0.299,35.7,0.91,0.881
199.2,77.2,0.15,4.2,0.99,0.7823
210.3,108.9,0.115,70.3,6.68,0.5202
207.9,46.6,0.261,97.9,7.18,0.8492
246.5,72.2,0.174,37.4,4.93,0.6502
224.5,61.4,0.338,21.6,6.42,0.763
189.3,66.4,0.125,22.9,7.18,0.7769
204.4,38.0,0.399,79.7,5.46,0.7609
220.9,31.8,0.155,15.1,1.89,0.7942
229.7,91.3,0.265,36.2,5.08,0.6956
217.5,38.6,0.202,58.5,5.36,0.8743
229.3,56.8,0.239,21.1,4.19,0.8466
196.0,30.0,0.161,96.4,1.95,0.7577
238.0,27.5,0.171,24.0,5.48,0.7347
206.3,113.6,0.139,86.3,1.14,0.4912
213.4,60.9,0.205,9.0,6.32,0.812
191.8,77.7,0.297,17.9,6.52,0.728
202.8,111.1,0.16,70.8,7.74,0.4598
210.9,44.9,0.127,19.0,4.75,0.8511
187.3,114.7,0.283,76.4,3.75,0.3667
207.6,118.5,0.15,83.8,5.0,0.3515
218.9,20.3,0.336,13.4,1.1,0.7143
240.1,112.3,0.368,57.0,6.24,0.259
201.5,90.2,0.334,89.3,6.96,0.6479
232.4,30.1,0.122,73.1,0.6,0.8293
173.7,93.2,0.341,57.5,1.91,0.4197
209.3,112.1,0.356,47.7,3.47,0.3909
207.5,70.3,0.166,51.1,6.82,0.8489
170.3,70.9,0.251,72.6,2.96,0.6395
197.3,43.9,0.187,65.6,3.1,0.9006
185.9,57.7,0.242,49.7,0.95,0.781
222.0,66.4,0.369,93.5,1.04,0.799
222.4,114.5,0.165,42.1,4.97,0.4169
207.5,69.3,0.113,26.1,1.4,0.8046
240.8,46.0,0.318,81.3,5.95,0.7123
174.8,108.7,0.145,34.8,7.01,0.2977
170.9,25.1,0.376,74.1,3.47,0.5601
216.5,69.2,0.219,88.7,7.26,0.8947
250.0,104.6,0.3,48.0,1.25,0.2893
192.0,30.0,0.123,65.6,2.56,0.828
180.2,42.1,0.371,17.8,4.24,0.6486
173.9,49.3,0.229,43.5,1.52,0.6814
235.1,85.2,0.176,98.5,2.79,0.6563
210.9,106.8,0.194,94.1,5.04,0.5178
203.7,116.4,0.315,55.6,4.51,0.4103
176.6,21.7,0.18,98.6,3.33,0.6449
185.5,61.7,0.327,39.5,5.71,0.7231
249.9,27.1,0.112,64.0,1.59,0.602
176.9,89.1,0.131,4.1,7.58,0.4327
204.0,59.8,0.36,6.3,4.2,0.7229
242.5,62.6,0.333,55.8,5.78,0.6884
236.1,82.2,0.326,17.0,1.82,0.6007
233.5,77.3,0.305,1.9,4.89,0.6437
247.6,62.4,0.3,93.0,6.87,0.6125
240.9,69.3,0.222,22.9,1.36,0.6254
209.9,57.3,0.384,47.9,3.4,0.8314
202.2,41.2,0.366,33.0,7.4,0.768
189.4,96.9,0.105,2.5,5.96,0.4966
247.5,39.2,0.208,98.0,2.63,0.602
187.7,41.5,0.198,9.3,6.63,0.7652
188.0,36.6,0.231,86.8,5.9,0.7997
237.1,52.8,0.348,79.4,2.36,0.7217
228.3,82.0,0.284,81.6,7.17,0.6713
248.3,96.8,0.157,25.3,6.8,0.3903
225.4,61.7,0.221,3.2,2.41,0.796
222.7,38.8,0.12,85.1,6.27,0.822
238.5,87.1,0.298,53.6,2.76,0.6412
236.4,30.6,0.374,22.9,2.9,0.6435
213.3,24.9,0.255,50.5,7.34,0.8136
172.6,75.4,0.398,74.8,1.84,0.5582
222.4,65.0,0.183,8.7,7.83,0.8074
200.0,71.0,0.193,54.7,5.93,0.7998
175.2,55.5,0.219,4.1,4.72,0.6311
210.3,42.1,0.31,53.8,3.34,0.8483
235.2,44.0,0.257,48.9,2.2,0.8374
195.5,72.3,0.155,94.5,7.92,0.7951
232.9,108.0,0.23,7.8,5.28,0.3743
210.0,84.0,0.114,30.8,7.37,0.8033
243.2,29.5,0.392,21.7,1.24,0.5459
188.5,24.5,0.214,95.3,4.62,0.7369
227.9,78.0,0.305,19.7,7.07,0.7058
214.9,41.3,0.226,34.6,6.98,0.9022
199.0,34.1,0.164,54.0,6.64,0.8487
170.2,87.9,0.183,90.0,5.94,0.5002
245.3,57.1,0.37,22.7,1.98,0.5601
235.0,43.4,0.339,36.9,5.11,0.7831
227.4,76.3,0.18,98.4,2.68,0.7579
228.1,94.0,0.152,95.5,4.35,0.5937
213.6,107.7,0.25,66.6,1.11,0.583
208.8,30.4,0.392,90.8,5.98,0.7251
188.4,64.6,0.144,50.8,3.37,0.7891
235.0,78.1,0.184,52.7,3.08,0.7271
179.8,112.6,0.187,71.1,5.1,0.3537
186.7,90.1,0.345,18.7,4.17,0.5452
219.1,88.3,0.276,60.6,5.51,0.7075
228.8,31.7,0.134,72.6,4.05,0.8029
249.1,91.3,0.226,24.4,5.15,0.4266
235.7,87.8,0.399,10.9,4.79,0.4605
180.8,66.8,0.156,72.4,4.82,0.7707
201.3,104.2,0.281,92.0,6.96,0.5156
188.4,66.7,0.304,51.1,6.81,0.7579
240.3,109.2,0.302,21.5,4.98,0.3098
208.8,93.2,0.152,36.6,7.67,0.6817
242.2,93.4,0.316,2.5,7.23,0.4173
237.4,38.2,0.335,53.6,0.62,0.7814
191.6,43.5,0.333,63.6,3.56,0.8007
224.9,108.1,0.189,14.4,0.77,0.4988
194.0,23.9,0.316,34.4,1.0,0.7218
205.8,21.5,0.1,50.6,1.33,0.8068
184.7,104.2,0.35,77.4,6.03,0.4452
213.8,55.1,0.384,21.5,7.38,0.7392
229.4,25.5,0.161,76.5,6.22,0.7487
208.1,39.0,0.23,27.5,5.14,0.8425
223.3,36.2,0.102,39.1,4.68,0.8097
196.8,73.6,0.248,21.1,7.01,0.7537
176.4,94.1,0.137,58.7,6.18,0.4789
206.3,105.0,0.27,47.3,3.23,0.6051
234.8,83.7,0.207,47.4,4.18,0.6727
190.8,76.1,0.341,94.8,7.14,0.7127
184.8,44.6,0.32,46.9,6.93,0.7651
198.8,117.9,0.34,36.9,6.52,0.3029
188.2,40.4,0.377,4.9,5.0,0.6437
217.7,50.2,0.274,6.7,6.82,0.8113
232.6,118.4,0.33,88.8,7.26,0.3022
186.1,109.1,0.281,27.5,7.75,0.3637
226.2,69.8,0.333,26.0,1.01,0.722
220.3,108.0,0.252,32.2,4.73,0.5297
243.7,70.1,0.247,66.4,4.01,0.6861
243.3,112.2,0.174,68.4,3.11,0.3078
224.9,84.2,0.118,57.3,4.38,0.6481
218.1,96.6,0.118,11.7,3.64,0.5392
229.7,22.0,0.37,77.7,6.45,0.6433
185.9,63.5,0.21,2.5,7.25,0.6348
172.2,34.0,0.119,2.1,3.36,0.5524
227.1,34.4,0.2,98.6,1.51,0.8151
248.9,58.9,0.327,78.5,7.7,0.6279
249.4,71.1,0.367,56.8,2.46,0.5785
190.0,100.8,0.1,5.9,6.58,0.4558
194.9,44.8,0.181,88.3,2.36,0.8611
199.0,34.2,0.266,47.1,2.81,0.8121
229.3,45.8,0.213,43.8,7.94,0.8395
236.6,73.5,0.123,37.1,3.11,0.7489
188.9,34.4,0.15,48.5,5.59,0.8388
202.0,68.5,0.255,52.4,1.78,0.902
191.9,34.3,0.142,3.6,3.83,0.7595
208.8,119.6,0.333,12.0,6.35,0.3403
214.2,79.7,0.375,54.4,2.46,0.7263
187.2,57.6,0.192,9.0,0.55,0.7349
199.5,93.4,0.377,15.9,5.65,0.5657
231.1,58.4,0.189,58.2,4.44,0.8012
198.7,113.8,0.106,53.7,5.05,0.3929
184.1,86.0,0.32,78.8,4.65,0.639
172.9,75.5,0.138,21.9,6.42,0.5466
173.5,63.7,0.324,2.6,7.15,0.5276
207.4,62.8,0.382,63.8,4.1,0.7829
238.9,57.0,0.265,64.5,1.27,0.7985
220.0,116.0,0.302,32.8,3.2,0.3937
200.8,92.7,0.28,84.3,4.52,0.6928
222.1,97.3,0.33,76.9,2.16,0.5992
184.7,46.0,0.19,10.4,3.25,0.7232
173.5,93.2,0.251,96.6,1.15,0.4889
247.4,39.5,0.139,91.6,4.93,0.6574
197.7,114.5,0.283,72.6,5.21,0.4127
171.8,73.7,0.267,80.0,7.03,0.5562
236.5,49.8,0.267,41.6,7.04,0.754
205.3,44.2,0.134,98.0,6.25,0.8558
184.0,71.5,0.363,41.3,2.1,0.6839
180.1,110.4,0.25,20.4,4.38,0.2651
209.0,98.4,0.287,3.4,0.89,0.5542
246.5,107.4,0.375,33.7,1.8,0.2361
212.6,83.5,0.132,37.3,4.1,0.7728
202.5,99.0,0.206,9.4,3.8,0.5799
193.3,86.6,0.108,4.0,6.22,0.6101
202.6,71.2,0.116,3.5,3.71,0.7626
212.1,110.4,0.362,78.3,5.6,0.4291
185.2,58.7,0.361,49.7,1.77,0.7496
191.6,84.0,0.139,6.0,2.29,0.6405
227.4,50.6,0.19,30.1,4.4,0.8484
245.2,52.8,0.256,80.1,3.87,0.6768
186.2,23.7,0.243,16.2,1.85,0.7347
249.7,20.3,0.232,82.2,4.15,0.5591
240.5,93.0,0.151,48.6,1.52,0.6128
223.9,44.0,0.137,38.5,0.61,0.8499
183.2,113.9,0.397,20.9,5.35,0.1629
207.4,115.7,0.315,73.9,0.65,0.4105
176.8,61.8,0.173,56.7,6.79,0.7404
242.6,60.2,0.111,60.4,3.18,0.71
173.0,102.1,0.362,30.8,1.73,0.2946
173.7,46.1,0.271,10.0,3.52,0.642
234.5,111.2,0.126,19.8,7.63,0.3284
230.8,48.6,0.341,45.0,4.53,0.7999
212.0,95.1,0.311,3.2,5.47,0.5385
228.6,108.7,0.37,47.1,1.98,0.3568
189.0,60.1,0.317,37.6,5.8,0.8614
239.0,49.4,0.355,39.8,0.54,0.7271
172.0,54.0,0.314,1.8,1.23,0.612
202.8,86.4,0.206,36.5,4.7,0.759
233.6,90.1,0.175,99.3,4.78,0.6223
208.5,69.6,0.138,37.4,6.93,0.8214
228.0,78.4,0.114,75.5,2.17,0.7161
242.4,68.8,0.3,97.5,5.6,0.6321
224.3,54.7,0.116,59.5,2.37,0.8594
223.5,23.2,0.399,86.8,3.87,0.6775
222.3,46.5,0.328,26.4,3.18,0.884
199.9,26.6,0.275,66.2,3.3,0.8181
249.6,22.1,0.35,15.2,3.24,0.4556
203.6,84.7,0.321,78.4,2.6,0.7405
231.2,105.0,0.152,68.1,4.6,0.5268
223.1,79.3,0.229,53.0,7.72,0.7877
240.4,35.0,0.156,99.6,4.14,0.7371
236.0,28.6,0.166,82.1,1.65,0.762
239.8,97.6,0.131,51.3,7.3,0.4678
217.1,113.5,0.102,47.3,2.43,0.4209
205.6,71.3,0.188,55.5,4.34,0.8675
236.6,34.1,0.375,68.3,5.07,0.6814
227.2,101.1,0.328,52.4,1.59,0.5259
234.0,71.4,0.3,35.2,7.22,0.7488
170.6,66.1,0.367,3.0,5.73,0.4549
203.7,82.5,0.199,47.3,5.19,0.7743
249.7,38.9,0.204,11.0,3.42,0.616
190.3,79.1,0.365,44.9,2.53,0.6832
212.0,64.1,0.326,97.0,6.03,0.8425
242.6,48.5,0.263,50.9,2.37,0.7781
220.9,50.9,0.392,80.8,0.69,0.7545
215.5,51.3,0.332,63.5,1.96,0.9035
174.1,46.1,0.242,34.5,2.55,0.6959
245.8,92.5,0.115,17.8,5.81,0.4728
190.3,84.8,0.227,41.2,0.78,0.775
238.2,59.4,0.305,26.7,0.88,0.7478
217.5,56.5,0.335,59.7,3.3,0.8012
191.7,100.3,0.143,61.7,5.85,0.5564
222.1,54.6,0.37,91.8,4.46,0.8086
192.4,97.2,0.322,71.4,6.69,0.5746
229.1,41.3,0.119,5.9,7.91,0.7565
193.3,43.3,0.282,6.3,1.75,0.8005
219.4,74.7,0.397,29.5,4.7,0.7532
203.2,35.5,0.259,93.1,0.51,0.9181
231.4,76.1,0.114,81.9,4.54,0.7536
187.0,82.3,0.348,2.3,6.95,0.5522
182.8,114.8,0.38,25.4,2.6,0.2301
189.6,89.4,0.308,22.6,3.32,0.6171
211.1,54.7,0.133,75.4,0.5,0.9033
229.9,47.7,0.156,72.7,3.36,0.8191
174.2,90.9,0.212,65.7,7.37,0.4849
181.4,42.2,0.293,53.5,6.88,0.7477
218.8,81.2,0.328,22.9,5.32,0.6833
235.1,21.8,0.268,25.6,3.48,0.7037
193.6,109.9,0.194,55.1,2.68,0.463
230.7,105.8,0.392,57.7,5.06,0.4226
242.1,56.6,0.348,12.4,4.07,0.6636
240.2,50.8,0.154,18.9,1.87,0.6929
170.7,56.8,0.229,29.4,4.94,0.6419
174.1,53.4,0.294,36.5,3.8,0.692
207.3,94.5,0.309,91.4,2.38,0.6453
176.5,114.6,0.141,20.5,6.56,0.2132
205.4,47.8,0.276,7.9,2.91,0.8438
221.9,30.3,0.235,43.6,4.55,0.86
195.1,37.5,0.237,36.0,7.36,0.7934
203.4,43.0,0.171,32.2,1.83,0.9174
177.6,113.6,0.299,98.9,6.12,0.2234
218.0,49.7,0.192,61.0,5.89,0.9237
249.2,31.5,0.264,35.0,1.76,0.5564
244.9,27.4,0.207,76.1,0.79,0.7063
205.8,49.5,0.35,76.9,2.79,0.8519
205.1,82.9,0.208,53.7,3.17,0.8013
194.1,65.2,0.2,67.9,5.5,0.8537
192.3,111.2,0.18,43.2,4.24,0.4172
189.2,73.7,0.368,59.9,2.97,0.686
244.1,96.6,0.163,89.2,4.37,0.4745
207.9,108.6,0.147,24.7,2.69,0.5152
234.1,110.3,0.331,46.8,1.29,0.371
237.1,40.1,0.254,57.2,4.83,0.7548
195.6,94.6,0.156,29.7,4.21,0.6239
176.9,51.1,0.194,39.9,5.11,0.7153
186.4,80.2,0.13,34.5,4.68,0.7249
184.2,41.0,0.311,34.6,5.03,0.7191
220.6,57.9,0.115,97.8,2.09,0.8294
203.0,77.2,0.304,48.0,2.11,0.7872
227.8,88.1,0.232,66.9,2.87,0.6844
203.9,63.0,0.123,47.3,0.52,0.9356
194.9,118.4,0.254,98.2,1.18,0.384
184.1,34.6,0.106,73.8,6.73,0.7229
